date,department,employee_type,check_in,check_out,late_minutes,overtime_hours,work_mode
2026-02-25,개발,정규직,09:00,19:00,0,1.0,사무실
2026-02-25,개발,정규직,09:00,19:00,0,1.0,사무실
2026-02-25,개발,정규직,09:00,19:00,0,1.0,사무실
2026-02-25,영업,계약직,09:00,19:00,0,1.0,재택
2026-02-25,영업,계약직,09:28,18:30,28,0.5,재택
2026-02-25,영업,계약직,09:00,18:30,0,0.5,사무실
2026-02-25,영업,정규직,09:04,18:30,4,0.5,재택
2026-02-25,영업,정규직,09:37,18:00,37,0.0,외근
2026-02-25,영업,계약직,09:10,19:30,10,1.5,재택
2026-02-25,마케팅,계약직,09:35,19:00,35,1.0,사무실
2026-02-25,마케팅,정규직,09:08,18:30,8,0.5,재택
2026-02-25,마케팅,정규직,09:25,18:00,25,0.0,사무실
2026-02-25,마케팅,계약직,09:00,18:30,0,0.5,재택
2026-02-25,마케팅,계약직,09:00,19:00,0,1.0,사무실
2026-02-25,마케팅,정규직,09:00,19:30,0,1.5,사무실
2026-02-25,경영지원,정규직,09:14,18:30,14,0.5,사무실
2026-02-25,경영지원,정규직,09:00,18:00,0,0.0,사무실
2026-02-25,경영지원,정규직,09:00,18:30,0,0.5,재택
2026-02-25,경영지원,정규직,09:01,18:30,1,0.5,사무실
2026-02-25,경영지원,정규직,09:14,18:00,14,0.0,사무실
2026-02-25,경영지원,정규직,09:00,18:30,0,0.5,사무실
2026-02-26,고객지원,정규직,09:00,19:00,0,1.0,재택
2026-02-26,고객지원,정규직,09:24,18:30,24,0.5,외근
2026-02-26,고객지원,정규직,09:00,18:30,0,0.5,사무실
2026-02-26,고객지원,정규직,09:00,19:00,0,1.0,외근
2026-02-26,고객지원,정규직,09:00,19:30,0,1.5,사무실
2026-02-26,고객지원,정규직,09:26,18:00,26,0.0,사무실
2026-02-26,개발,정규직,09:00,19:30,0,1.5,사무실
2026-02-26,개발,정규직,09:00,18:30,0,0.5,사무실
2026-02-26,개발,정규직,09:00,20:00,0,2.0,재택
2026-02-26,개발,정규직,09:00,19:30,0,1.5,재택
2026-02-26,영업,계약직,09:38,19:30,38,1.5,외근
2026-02-26,영업,정규직,09:13,18:00,13,0.0,사무실
2026-02-26,영업,정규직,09:02,18:30,2,0.5,재택
2026-02-26,영업,정규직,09:05,19:00,5,1.0,재택
2026-02-26,영업,정규직,09:00,19:00,0,1.0,사무실
2026-02-26,영업,정규직,09:00,18:30,0,0.5,외근
2026-02-26,마케팅,계약직,09:00,18:00,0,0.0,재택
2026-02-26,마케팅,정규직,09:03,19:00,3,1.0,재택
2026-02-26,마케팅,계약직,09:00,19:00,0,1.0,사무실
2026-02-26,마케팅,정규직,09:00,18:30,0,0.5,사무실
2026-02-26,마케팅,정규직,09:11,19:30,11,1.5,사무실
2026-02-26,마케팅,정규직,09:00,19:30,0,1.5,재택
2026-02-26,경영지원,정규직,09:00,19:00,0,1.0,사무실
2026-02-26,경영지원,정규직,09:16,18:30,16,0.5,재택
2026-02-26,경영지원,정규직,09:06,18:30,6,0.5,재택
2026-02-26,경영지원,정규직,09:00,18:30,0,0.5,사무실
2026-02-26,경영지원,정규직,09:00,19:00,0,1.0,외근
2026-02-26,경영지원,정규직,09:00,18:00,0,0.0,사무실
2026-02-27,고객지원,정규직,09:00,20:00,0,2.0,재택
2026-02-27,고객지원,정규직,09:00,19:00,0,1.0,사무실
2026-02-27,고객지원,정규직,09:00,19:00,0,1.0,사무실
2026-02-27,고객지원,정규직,09:11,18:30,11,0.5,사무실
2026-02-27,고객지원,정규직,09:00,19:30,0,1.5,재택
2026-02-27,고객지원,정규직,09:15,18:00,15,0.0,사무실
2026-02-27,개발,정규직,09:11,19:00,11,1.0,사무실
2026-02-27,개발,계약직,09:00,20:00,0,2.0,사무실
2026-02-27,개발,정규직,09:00,20:00,0,2.0,사무실
2026-02-27,개발,정규직,09:11,19:30,11,1.5,외근
2026-02-27,개발,정규직,09:00,20:00,0,2.0,재택
2026-02-27,영업,계약직,09:00,19:00,0,1.0,사무실
2026-02-27,영업,정규직,09:00,18:30,0,0.5,재택
2026-02-27,영업,정규직,09:00,18:00,0,0.0,외근
2026-02-27,영업,정규직,09:18,18:30,18,0.5,사무실
2026-02-27,영업,정규직,09:00,18:30,0,0.5,사무실
2026-02-27,영업,계약직,09:03,18:30,3,0.5,사무실
2026-02-27,마케팅,계약직,09:00,18:30,0,0.5,사무실
2026-02-27,마케팅,정규직,09:08,18:30,8,0.5,사무실
2026-02-27,마케팅,정규직,09:09,19:30,9,1.5,외근
2026-02-27,마케팅,계약직,09:00,20:00,0,2.0,사무실
2026-02-27,마케팅,계약직,09:30,18:00,30,0.0,외근
2026-02-27,마케팅,정규직,09:23,19:00,23,1.0,사무실
2026-02-27,경영지원,정규직,09:00,18:30,0,0.5,재택
2026-02-27,경영지원,정규직,09:00,18:00,0,0.0,사무실
2026-02-27,경영지원,계약직,09:33,18:00,33,0.0,외근
2026-02-27,경영지원,정규직,09:06,18:00,6,0.0,사무실
